file_name,file_size,num_sections,num_segments,has_dwarf_info,dwarf_info_config_machine_arch,dwarf_info_config_default_address_size,dwarf_info_config_little_endian,dwarf_info_debug_info_sec_name,dwarf_info_debug_info_sec_global_offset,dwarf_info_debug_info_sec_size,dwarf_info_debug_info_sec_address,dwarf_info_debug_aranges_sec_name,dwarf_info_debug_aranges_sec_global_offset,dwarf_info_debug_aranges_sec_size,dwarf_info_debug_aranges_sec_address,dwarf_info_debug_abbrev_sec_name,dwarf_info_debug_abbrev_sec_global_offset,dwarf_info_debug_abbrev_sec_size,dwarf_info_debug_abbrev_sec_address,dwarf_info_debug_frame_sec_name,dwarf_info_debug_frame_sec_global_offset,dwarf_info_debug_frame_sec_size,dwarf_info_debug_frame_sec_address,dwarf_info_debug_str_sec_name,dwarf_info_debug_str_sec_global_offset,dwarf_info_debug_str_sec_size,dwarf_info_debug_str_sec_address,dwarf_info_debug_loc_sec_name,dwarf_info_debug_loc_sec_global_offset,dwarf_info_debug_loc_sec_size,dwarf_info_debug_loc_sec_address,dwarf_info_debug_ranges_sec_name,dwarf_info_debug_ranges_sec_global_offset,dwarf_info_debug_ranges_sec_size,dwarf_info_debug_ranges_sec_address,dwarf_info_debug_line_sec_name,dwarf_info_debug_line_sec_global_offset,dwarf_info_debug_line_sec_size,dwarf_info_debug_line_sec_address,dwarf_info_debug_pubtypes_sec_name,dwarf_info_debug_pubtypes_sec_global_offset,dwarf_info_debug_pubtypes_sec_size,dwarf_info_debug_pubtypes_sec_address,dwarf_info_debug_pubnames_sec_name,dwarf_info_debug_pubnames_sec_global_offset,dwarf_info_debug_pubnames_sec_size,dwarf_info_debug_pubnames_sec_address,has_ehabi_info,ehabi_infos,machine_arch,shstrndx,sec_header_sh_name,sec_header_sh_type,sec_header_sh_flags,sec_header_sh_addr,sec_header_sh_offset,sec_header_sh_size,sec_header_sh_link,sec_header_sh_info,sec_header_sh_addralign,sec_header_sh_entsize,elf_head_ident_EI_CLASS,elf_head_ident_EI_DATA,elf_head_ident_EI_OSABI,elf_head_ident_EI_ABIVERSION,elf_head_e_type,elf_head_e_machine,elf_head_e_entry,elf_head_e_phoff,elf_head_e_shoff,elf_head_e_flags,elf_head_e_ehsize,elf_head_e_phentsize,elf_head_e_phnum,elf_head_e_shentsize,elf_head_e_shnum,elf_head_e_shstrndx,seg0_head_p_type,seg1_head_p_type,seg2_head_p_type,section__sh_name,section__sh_type,section__sh_flags,section__sh_addr,section__sh_offset,section__sh_size,section__sh_link,section__sh_info,section__sh_addralign,section__sh_entsize,section_init,section_init_sh_name,section_init_sh_type,section_init_sh_flags,section_init_sh_addr,section_init_sh_offset,section_init_sh_size,section_init_sh_link,section_init_sh_info,section_init_sh_addralign,section_init_sh_entsize,section_text,section_text_sh_name,section_text_sh_type,section_text_sh_flags,section_text_sh_addr,section_text_sh_offset,section_text_sh_size,section_text_sh_link,section_text_sh_info,section_text_sh_addralign,section_text_sh_entsize,section_fini,section_fini_sh_name,section_fini_sh_type,section_fini_sh_flags,section_fini_sh_addr,section_fini_sh_offset,section_fini_sh_size,section_fini_sh_link,section_fini_sh_info,section_fini_sh_addralign,section_fini_sh_entsize,section_rodata,section_rodata_sh_name,section_rodata_sh_type,section_rodata_sh_flags,section_rodata_sh_addr,section_rodata_sh_offset,section_rodata_sh_size,section_rodata_sh_link,section_rodata_sh_info,section_rodata_sh_addralign,section_rodata_sh_entsize,section_data,section_data_sh_name,section_data_sh_type,section_data_sh_flags,section_data_sh_addr,section_data_sh_offset,section_data_sh_size,section_data_sh_link,section_data_sh_info,section_data_sh_addralign,section_data_sh_entsize,section_bss,section_bss_sh_name,section_bss_sh_type,section_bss_sh_flags,section_bss_sh_addr,section_bss_sh_offset,section_bss_sh_size,section_bss_sh_link,section_bss_sh_info,section_bss_sh_addralign,section_bss_sh_entsize,section_shstrtab,section_shstrtab_sh_name,section_shstrtab_sh_type,section_shstrtab_sh_flags,section_shstrtab_sh_addr,section_shstrtab_sh_offset,section_shstrtab_sh_size,section_shstrtab_sh_link,section_shstrtab_sh_info,section_shstrtab_sh_addralign,section_shstrtab_sh_entsize,seg0_PT_LOAD_p_offset,seg0_PT_LOAD_p_filesz,seg0_PT_LOAD_p_memsz,seg0_PT_LOAD_p_flags,seg0_PT_LOAD_p_align,seg0_PT_LOAD_p_vaddr,seg0_PT_LOAD_p_paddr,seg1_PT_LOAD_p_offset,seg1_PT_LOAD_p_filesz,seg1_PT_LOAD_p_memsz,seg1_PT_LOAD_p_flags,seg1_PT_LOAD_p_align,seg1_PT_LOAD_p_vaddr,seg1_PT_LOAD_p_paddr,seg2_PT_GNU_STACK_p_offset,seg2_PT_GNU_STACK_p_filesz,seg2_PT_GNU_STACK_p_memsz,seg2_PT_GNU_STACK_p_flags,seg2_PT_GNU_STACK_p_align,seg2_PT_GNU_STACK_p_vaddr,seg2_PT_GNU_STACK_p_paddr,section_ctors,section_ctors_sh_name,section_ctors_sh_type,section_ctors_sh_flags,section_ctors_sh_addr,section_ctors_sh_offset,section_ctors_sh_size,section_ctors_sh_link,section_ctors_sh_info,section_ctors_sh_addralign,section_ctors_sh_entsize,section_dtors,section_dtors_sh_name,section_dtors_sh_type,section_dtors_sh_flags,section_dtors_sh_addr,section_dtors_sh_offset,section_dtors_sh_size,section_dtors_sh_link,section_dtors_sh_info,section_dtors_sh_addralign,section_dtors_sh_entsize
27562739,333864,29,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,1,SHT_STRTAB,0,0,331752,256,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4222704,64,332008,0,64,56,9,64,29,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,126.0,SHT_PROGBITS,6.0,4217928.0,23624.0,26.0,0.0,0.0,4.0,0.0,.text,141.0,SHT_PROGBITS,6.0,4219600.0,25296.0,206402.0,0.0,0.0,16.0,0.0,.fini,147.0,SHT_PROGBITS,6.0,4426004.0,231700.0,9.0,0.0,0.0,4.0,0.0,.rodata,153.0,SHT_PROGBITS,2.0,4426016.0,231712.0,47197.0,0.0,0.0,32.0,0.0,.data,245.0,SHT_PROGBITS,3.0,6603584.0,312128.0,19624.0,0.0,0.0,32.0,0.0,.bss,251.0,SHT_NOBITS,3.0,6623232.0,331752.0,19256.0,0.0,0.0,32.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,331752.0,256.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78879195,387432,0,2,False,x86,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x86,0,1179403647,50397441,0,0,196610,1,12898552,52,0,0,ELFCLASS32,ELFDATA2LSB,ELFOSABI_LINUX,0,ET_EXEC,EM_386,12898552,52,0,0,52,32,2,40,0,0,PT_LOAD,PT_LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53606670,8640,31,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,17,SHT_STRTAB,0,0,6387,268,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4195376,64,6656,0,64,56,9,64,31,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,142.0,SHT_PROGBITS,6.0,4195272.0,968.0,26.0,0.0,0.0,4.0,0.0,.text,157.0,SHT_PROGBITS,6.0,4195376.0,1072.0,418.0,0.0,0.0,16.0,0.0,.fini,163.0,SHT_PROGBITS,6.0,4195796.0,1492.0,9.0,0.0,0.0,4.0,0.0,.rodata,169.0,SHT_PROGBITS,18.0,4195808.0,1504.0,4.0,0.0,0.0,4.0,4.0,.data,248.0,SHT_PROGBITS,3.0,6295592.0,4136.0,16.0,0.0,0.0,8.0,0.0,.bss,254.0,SHT_NOBITS,3.0,6295608.0,4152.0,8.0,0.0,0.0,4.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,6387.0,268.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42389631,55840,10,3,False,x86,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x86,9,1,SHT_STRTAB,0,0,55376,62,0,0,1,0,ELFCLASS32,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_386,134512996,52,55440,0,52,32,3,40,10,9,PT_LOAD,PT_LOAD,PT_GNU_STACK,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,11.0,SHT_PROGBITS,6.0,134512788.0,148.0,28.0,0.0,0.0,1.0,0.0,.text,17.0,SHT_PROGBITS,6.0,134512816.0,176.0,51702.0,0.0,0.0,16.0,0.0,.fini,23.0,SHT_PROGBITS,6.0,134564518.0,51878.0,23.0,0.0,0.0,1.0,0.0,.rodata,29.0,SHT_PROGBITS,2.0,134564544.0,51904.0,3328.0,0.0,0.0,32.0,0.0,.data,51.0,SHT_PROGBITS,3.0,134572004.0,55268.0,108.0,0.0,0.0,4.0,0.0,.bss,57.0,SHT_NOBITS,3.0,134572128.0,55376.0,1728.0,0.0,0.0,32.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,55376.0,62.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14810982,76400,11,3,False,SPARC,4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,SPARC,10,1,SHT_STRTAB,0,0,75892,67,0,0,1,0,ELFCLASS32,ELFDATA2MSB,ELFOSABI_SYSV,0,ET_EXEC,EM_SPARC,65956,52,75960,0,52,32,3,40,11,10,PT_LOAD,PT_LOAD,PT_GNU_STACK,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,11.0,SHT_PROGBITS,6.0,65684.0,148.0,28.0,0.0,0.0,4.0,0.0,.text,17.0,SHT_PROGBITS,6.0,65712.0,176.0,71756.0,0.0,0.0,4.0,0.0,.fini,23.0,SHT_PROGBITS,6.0,137468.0,71932.0,20.0,0.0,0.0,4.0,0.0,.rodata,29.0,SHT_PROGBITS,2.0,137488.0,71952.0,3264.0,0.0,0.0,8.0,0.0,.data,56.0,SHT_PROGBITS,3.0,206524.0,75456.0,436.0,0.0,0.0,4.0,0.0,.bss,62.0,SHT_NOBITS,3.0,206960.0,75892.0,9752.0,0.0,0.0,8.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,75892.0,67.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78060299,8936,31,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,17,SHT_STRTAB,0,0,6681,268,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4195600,64,6952,0,64,56,9,64,31,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,142.0,SHT_PROGBITS,6.0,4195448.0,1144.0,26.0,0.0,0.0,4.0,0.0,.text,157.0,SHT_PROGBITS,6.0,4195600.0,1296.0,754.0,0.0,0.0,16.0,0.0,.fini,163.0,SHT_PROGBITS,6.0,4196356.0,2052.0,9.0,0.0,0.0,4.0,0.0,.rodata,169.0,SHT_PROGBITS,2.0,4196368.0,2064.0,109.0,0.0,0.0,8.0,0.0,.data,248.0,SHT_PROGBITS,3.0,6295616.0,4160.0,16.0,0.0,0.0,8.0,0.0,.bss,254.0,SHT_NOBITS,3.0,6295632.0,4176.0,8.0,0.0,0.0,1.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,6681.0,268.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41781114,31832,29,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,1,SHT_STRTAB,0,0,29716,258,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4203904,64,29976,0,64,56,9,64,29,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,126.0,SHT_PROGBITS,6.0,4200728.0,6424.0,26.0,0.0,0.0,4.0,0.0,.text,141.0,SHT_PROGBITS,6.0,4201984.0,7680.0,11897.0,0.0,0.0,16.0,0.0,.fini,147.0,SHT_PROGBITS,6.0,4213884.0,19580.0,9.0,0.0,0.0,4.0,0.0,.rodata,153.0,SHT_PROGBITS,2.0,4213920.0,19616.0,2752.0,0.0,0.0,32.0,0.0,.data,232.0,SHT_PROGBITS,3.0,6320768.0,29312.0,352.0,0.0,0.0,32.0,0.0,.bss,238.0,SHT_NOBITS,3.0,6321120.0,29664.0,208.0,0.0,0.0,32.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,29716.0,258.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76606419,210780,0,2,False,ARM,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,ARM,0,1179403647,50397441,0,0,2621442,1,240504,52,0,67108866,ELFCLASS32,ELFDATA2LSB,ELFOSABI_LINUX,0,ET_EXEC,EM_ARM,240504,52,0,67108866,52,32,2,40,0,0,PT_LOAD,PT_LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81672114,64048,10,3,False,Motorola 68000,4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,Motorola 68000,9,1,SHT_STRTAB,0,0,63584,62,0,0,1,0,ELFCLASS32,ELFDATA2MSB,ELFOSABI_SYSV,0,ET_EXEC,EM_68K,2147483972,52,63648,0,52,32,3,40,10,9,PT_LOAD,PT_LOAD,PT_GNU_STACK,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,11.0,SHT_PROGBITS,6.0,2147483796.0,148.0,20.0,0.0,0.0,2.0,0.0,.text,17.0,SHT_PROGBITS,6.0,2147483816.0,168.0,59474.0,0.0,0.0,4.0,0.0,.fini,23.0,SHT_PROGBITS,6.0,2147543290.0,59642.0,14.0,0.0,0.0,2.0,0.0,.rodata,29.0,SHT_PROGBITS,2.0,2147543304.0,59656.0,3554.0,0.0,0.0,2.0,0.0,.data,51.0,SHT_PROGBITS,3.0,2147555076.0,63236.0,348.0,0.0,0.0,4.0,0.0,.bss,57.0,SHT_NOBITS,3.0,2147555424.0,63584.0,872.0,0.0,0.0,4.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,63584.0,62.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97143678,79676,13,3,False,MIPS,4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,MIPS,12,1,SHT_STRTAB,0,0,79068,87,0,0,1,0,ELFCLASS32,ELFDATA2MSB,ELFOSABI_SYSV,0,ET_EXEC,EM_MIPS,4194912,52,79156,4103,52,32,3,40,13,12,PT_LOAD,PT_LOAD,PT_GNU_STACK,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,11.0,SHT_PROGBITS,6.0,4194452.0,148.0,140.0,0.0,0.0,4.0,0.0,.text,17.0,SHT_PROGBITS,6.0,4194592.0,288.0,74752.0,0.0,0.0,16.0,0.0,.fini,23.0,SHT_PROGBITS,6.0,4269344.0,75040.0,92.0,0.0,0.0,4.0,0.0,.rodata,29.0,SHT_PROGBITS,2.0,4269440.0,75136.0,2688.0,0.0,0.0,16.0,0.0,.data,51.0,SHT_PROGBITS,3.0,4534304.0,77856.0,408.0,0.0,0.0,16.0,0.0,.bss,68.0,SHT_NOBITS,3.0,4535536.0,79068.0,1120.0,0.0,0.0,16.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,79068.0,87.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79678019,14752,29,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,1,SHT_STRTAB,0,0,12632,258,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4198832,64,12896,0,64,56,9,64,29,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,126.0,SHT_PROGBITS,6.0,4197576.0,3272.0,26.0,0.0,0.0,4.0,0.0,.text,141.0,SHT_PROGBITS,6.0,4198224.0,3920.0,2608.0,0.0,0.0,16.0,0.0,.fini,147.0,SHT_PROGBITS,6.0,4200832.0,6528.0,9.0,0.0,0.0,4.0,0.0,.rodata,153.0,SHT_PROGBITS,2.0,4200848.0,6544.0,464.0,0.0,0.0,8.0,0.0,.data,232.0,SHT_PROGBITS,3.0,6304056.0,12600.0,16.0,0.0,0.0,8.0,0.0,.bss,238.0,SHT_NOBITS,3.0,6304096.0,12616.0,48.0,0.0,0.0,32.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,12632.0,258.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14608640,884260,0,2,False,ARM,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,ARM,0,1179403647,1627455745,0,0,2621442,1,1099728,52,0,514,ELFCLASS32,ELFDATA2LSB,ELFOSABI_ARM,0,ET_EXEC,EM_ARM,1099728,52,0,514,52,32,2,40,0,0,PT_LOAD,PT_LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18436155,115656,30,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,29,1,SHT_STRTAB,0,0,113460,271,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4209408,64,113736,0,64,56,9,64,30,29,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,126.0,SHT_PROGBITS,6.0,4205736.0,11432.0,26.0,0.0,0.0,4.0,0.0,.text,141.0,SHT_PROGBITS,6.0,4208240.0,13936.0,58377.0,0.0,0.0,16.0,0.0,.fini,147.0,SHT_PROGBITS,6.0,4266620.0,72316.0,9.0,0.0,0.0,4.0,0.0,.rodata,153.0,SHT_PROGBITS,2.0,4266656.0,72352.0,19759.0,0.0,0.0,32.0,0.0,.data,245.0,SHT_PROGBITS,3.0,6403296.0,111840.0,1568.0,0.0,0.0,32.0,0.0,.bss,251.0,SHT_NOBITS,3.0,6404864.0,113408.0,3752.0,0.0,0.0,32.0,0.0,.shstrtab,1.0,SHT_STRTAB,0.0,0.0,113460.0,271.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58300154,625707,28,5,True,x86,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x86,25,17,SHT_STRTAB,0,0,553026,294,0,0,1,0,ELFCLASS32,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_386,134512912,52,553320,0,52,32,5,40,28,25,PT_LOAD,PT_LOAD,PT_NOTE,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,41.0,SHT_PROGBITS,6.0,134512884.0,244.0,23.0,0.0,0.0,4.0,0.0,.text,47.0,SHT_PROGBITS,6.0,134512912.0,272.0,431912.0,0.0,0.0,16.0,0.0,.fini,96.0,SHT_PROGBITS,6.0,134949420.0,436780.0,28.0,0.0,0.0,4.0,0.0,.rodata,102.0,SHT_PROGBITS,2.0,134949472.0,436832.0,86976.0,0.0,0.0,32.0,0.0,.data,254.0,SHT_PROGBITS,3.0,135065824.0,549088.0,2880.0,0.0,0.0,32.0,0.0,.bss,260.0,SHT_NOBITS,3.0,135068704.0,551968.0,26392.0,0.0,0.0,32.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,553026.0,294.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114251,9816,31,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,17,SHT_STRTAB,0,0,7559,268,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4195552,64,7832,0,64,56,9,64,31,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,142.0,SHT_PROGBITS,6.0,4195424.0,1120.0,26.0,0.0,0.0,4.0,0.0,.text,157.0,SHT_PROGBITS,6.0,4195552.0,1248.0,1234.0,0.0,0.0,16.0,0.0,.fini,163.0,SHT_PROGBITS,6.0,4196788.0,2484.0,9.0,0.0,0.0,4.0,0.0,.rodata,169.0,SHT_PROGBITS,18.0,4196800.0,2496.0,4.0,0.0,0.0,4.0,4.0,.data,248.0,SHT_PROGBITS,3.0,6295616.0,4160.0,104.0,0.0,0.0,16.0,0.0,.bss,254.0,SHT_NOBITS,3.0,6295728.0,4264.0,96.0,0.0,0.0,16.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,7559.0,268.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15461026,13268,29,6,True,x86,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x86,26,17,SHT_STRTAB,0,0,9876,227,0,0,1,0,ELFCLASS32,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_386,134513776,52,10104,0,52,32,6,40,29,26,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,117.0,SHT_PROGBITS,6.0,134513552.0,912.0,47.0,0.0,0.0,4.0,0.0,.text,128.0,SHT_PROGBITS,6.0,134513776.0,1136.0,868.0,0.0,0.0,4.0,0.0,.fini,134.0,SHT_PROGBITS,6.0,134514644.0,2004.0,26.0,0.0,0.0,4.0,0.0,.rodata,140.0,SHT_PROGBITS,2.0,134514688.0,2048.0,371.0,0.0,0.0,32.0,0.0,.data,148.0,SHT_PROGBITS,3.0,134519156.0,2420.0,12.0,0.0,0.0,4.0,0.0,.bss,192.0,SHT_NOBITS,3.0,134519404.0,2668.0,24.0,0.0,0.0,4.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,9876.0,227.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35189779,90898,16,3,True,x86,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x86,13,17,SHT_STRTAB,0,0,69768,111,0,0,1,0,ELFCLASS32,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_386,134513000,52,69880,0,52,32,3,40,16,13,PT_LOAD,PT_LOAD,PT_GNU_STACK,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,27.0,SHT_PROGBITS,6.0,134512788.0,148.0,28.0,0.0,0.0,1.0,0.0,.text,33.0,SHT_PROGBITS,6.0,134512816.0,176.0,53716.0,0.0,0.0,16.0,0.0,.fini,39.0,SHT_PROGBITS,6.0,134566532.0,53892.0,23.0,0.0,0.0,1.0,0.0,.rodata,45.0,SHT_PROGBITS,2.0,134566560.0,53920.0,11744.0,0.0,0.0,32.0,0.0,.data,91.0,SHT_PROGBITS,3.0,134582464.0,65728.0,1088.0,0.0,0.0,32.0,0.0,.bss,97.0,SHT_NOBITS,3.0,134583552.0,66816.0,26340.0,0.0,0.0,32.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,69768.0,111.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041823,8552,31,9,True,x64,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,x64,28,17,SHT_STRTAB,0,0,6296,268,0,0,1,0,ELFCLASS64,ELFDATA2LSB,ELFOSABI_SYSV,0,ET_EXEC,EM_X86_64,4195296,64,6568,0,64,56,9,64,31,28,PT_PHDR,PT_INTERP,PT_LOAD,0.0,SHT_NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.init,142.0,SHT_PROGBITS,6.0,4195216.0,912.0,26.0,0.0,0.0,4.0,0.0,.text,157.0,SHT_PROGBITS,6.0,4195296.0,992.0,386.0,0.0,0.0,16.0,0.0,.fini,163.0,SHT_PROGBITS,6.0,4195684.0,1380.0,9.0,0.0,0.0,4.0,0.0,.rodata,169.0,SHT_PROGBITS,18.0,4195696.0,1392.0,4.0,0.0,0.0,4.0,4.0,.data,248.0,SHT_PROGBITS,3.0,6295584.0,4128.0,16.0,0.0,0.0,8.0,0.0,.bss,254.0,SHT_NOBITS,3.0,6295600.0,4144.0,8.0,0.0,0.0,1.0,0.0,.shstrtab,17.0,SHT_STRTAB,0.0,0.0,6296.0,268.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
